LapNumber,Stint,CompoundCode,LapDelta,AvgLapInStint,TireDegradation,will_pit_next_lap
3.0,2.0,2,-54.42099999999999,115.0445,-54.42099999999999,0
4.0,2.0,2,-4.548000000000002,104.45833333333333,-58.968999999999994,0
5.0,2.0,2,0.08299999999999841,84.82966666666667,-58.885999999999996,0
6.0,2.0,2,0.046999999999997044,83.357,-58.839,0
7.0,2.0,2,-1.5030000000000001,82.89933333333333,-60.342,0
8.0,2.0,2,-0.37699999999999534,82.28833333333334,-60.718999999999994,0
9.0,2.0,2,0.4680000000000035,81.81766666666667,-60.25099999999999,0
10.0,2.0,2,-0.4420000000000073,81.70066666666668,-60.693,0
11.0,2.0,2,-0.04800000000000182,81.69333333333334,-60.741,0
13.0,2.0,2,-0.09399999999999409,81.49866666666667,-60.834999999999994,0
14.0,2.0,2,-0.8290000000000077,81.175,-61.664,0
15.0,2.0,2,0.0,80.86733333333332,-61.664,0
16.0,2.0,2,0.2020000000000124,80.65833333333332,-61.46199999999999,0
17.0,2.0,2,0.3439999999999941,80.84033333333333,-61.117999999999995,0
19.0,2.0,2,-0.8919999999999959,80.72500000000001,-62.00999999999999,0
20.0,2.0,2,0.11499999999999488,80.58066666666666,-61.894999999999996,0
22.0,2.0,2,0.18200000000000216,80.38233333333334,-61.712999999999994,0
23.0,2.0,2,-0.3990000000000009,80.34833333333333,-62.111999999999995,0
24.0,2.0,2,0.3739999999999952,80.40066666666667,-61.738,0
25.0,2.0,2,-0.19400000000000261,80.32766666666667,-61.932,0
26.0,2.0,2,0.14000000000000057,80.43433333333333,-61.792,0
27.0,2.0,2,0.04600000000000648,80.43166666666666,-61.745999999999995,0
28.0,2.0,2,-0.9989999999999952,80.16066666666666,-62.74499999999999,0
29.0,2.0,2,0.7609999999999957,80.09666666666668,-61.983999999999995,0
31.0,2.0,2,0.6700000000000017,80.24066666666667,-61.31399999999999,0
32.0,2.0,2,-0.7930000000000064,80.45333333333333,-62.107,0
33.0,2.0,2,-0.6569999999999965,80.19333333333333,-62.763999999999996,0
34.0,2.0,2,-0.3569999999999993,79.591,-63.120999999999995,0
36.0,2.0,2,2.4939999999999998,80.08433333333333,-60.626999999999995,0
37.0,2.0,2,-0.8529999999999944,80.51233333333334,-61.47999999999999,0
38.0,2.0,2,-0.46100000000001273,80.90566666666666,-61.941,0
39.0,2.0,2,0.07500000000000284,80.49266666666666,-61.866,0
40.0,2.0,2,-0.5769999999999982,80.17166666666667,-62.443,0
41.0,2.0,2,-0.4830000000000041,79.84333333333333,-62.926,0
42.0,2.0,2,0.7550000000000097,79.74166666666666,-62.17099999999999,0
43.0,2.0,2,-0.5880000000000081,79.63633333333333,-62.759,0
44.0,2.0,2,0.18700000000001182,79.75433333333334,-62.57199999999999,0
45.0,2.0,2,2.0649999999999977,80.30900000000001,-60.50699999999999,0
47.0,2.0,2,-1.2860000000000014,80.63100000000001,-61.79299999999999,0
48.0,2.0,2,-1.1410000000000053,80.51033333333334,-62.934,0
49.0,2.0,2,0.05700000000000216,79.72033333333333,-62.876999999999995,0
50.0,2.0,2,-0.10999999999999943,79.32233333333333,-62.986999999999995,0
51.0,2.0,2,-0.40500000000000114,79.16966666666667,-63.391999999999996,0
52.0,2.0,2,2.6910000000000025,79.895,-60.70099999999999,0
53.0,2.0,2,-0.8539999999999992,80.37233333333333,-61.55499999999999,0
54.0,2.0,2,2.9470000000000027,81.967,-58.60799999999999,0
55.0,2.0,2,-4.562000000000012,81.14399999999999,-63.17,0
56.0,2.0,2,-0.28899999999998727,80.50933333333334,-63.45899999999999,0
57.0,2.0,2,-0.5250000000000057,78.71733333333334,-63.983999999999995,0
58.0,2.0,2,0.41899999999999693,78.58566666666667,-63.565,0
59.0,2.0,2,-0.4890000000000043,78.38733333333333,-64.054,0
60.0,2.0,2,1.3320000000000078,78.80799999999999,-62.721999999999994,0
61.0,2.0,2,0.688999999999993,79.31866666666666,-62.033,0
62.0,2.0,2,-0.715999999999994,79.75366666666666,-62.748999999999995,0
63.0,2.0,2,3.5789999999999935,80.93766666666666,-59.17,0
64.0,2.0,2,-5.173999999999992,80.16733333333333,-64.344,0
66.0,2.0,2,0.09199999999999875,79.66633333333333,-64.252,0
67.0,2.0,2,-0.1290000000000049,77.92933333333333,-64.381,0
68.0,2.0,2,0.5110000000000099,78.08733333333333,-63.86999999999999,0
69.0,2.0,2,1.5360000000000014,78.72666666666667,-62.33399999999999,0
70.0,2.0,2,-0.5510000000000019,79.22533333333334,-62.88499999999999,0
71.0,2.0,2,-0.4130000000000109,79.416,-63.298,0
72.0,2.0,2,-0.7919999999999874,78.83066666666667,-64.08999999999999,0
73.0,2.0,2,0.2669999999999959,78.518,-63.82299999999999,0
74.0,2.0,2,-0.41800000000000637,78.20366666666666,-64.241,0
75.0,2.0,2,-0.16400000000000148,78.09866666666666,-64.405,0
76.0,2.0,2,-0.570999999999998,77.71433333333333,-64.976,0
77.0,2.0,2,-0.2189999999999941,77.39633333333332,-65.195,0
3.0,2.0,1,-35.382999999999996,106.87950000000001,-35.382999999999996,0
4.0,2.0,1,-5.451999999999998,99.165,-40.834999999999994,0
5.0,2.0,1,-0.16100000000000136,85.49966666666667,-40.995999999999995,0
6.0,2.0,1,-0.8640000000000043,83.34066666666668,-41.86,0
7.0,2.0,1,0.15500000000000114,83.05066666666666,-41.705,0
8.0,2.0,1,-0.5819999999999936,82.62033333333333,-42.28699999999999,0
9.0,2.0,1,-0.6340000000000003,82.26666666666667,-42.92099999999999,0
10.0,2.0,1,0.21399999999999864,81.93266666666668,-42.706999999999994,0
11.0,2.0,1,-0.44599999999999795,81.644,-43.15299999999999,0
12.0,2.0,1,-0.05200000000000671,81.54933333333334,-43.205,0
13.0,2.0,1,0.06199999999999761,81.404,-43.143,0
14.0,2.0,1,-0.036000000000001364,81.39533333333333,-43.179,0
15.0,2.0,1,-0.33099999999998886,81.29366666666668,-43.50999999999999,0
16.0,2.0,1,0.2569999999999908,81.257,-43.253,0
17.0,2.0,1,-0.5189999999999912,81.05933333333334,-43.77199999999999,0
18.0,2.0,1,0.27599999999999625,81.06400000000001,-43.495999999999995,0
19.0,2.0,1,-0.46999999999999886,80.82633333333334,-43.965999999999994,0
20.0,2.0,1,0.5049999999999955,80.93,-43.461,0
21.0,2.0,1,-0.7930000000000064,80.67733333333334,-44.254000000000005,0
22.0,2.0,1,0.7200000000000131,80.82133333333333,-43.53399999999999,0
25.0,2.0,1,0.053999999999987836,80.815,-43.480000000000004,0
26.0,2.0,1,-0.23299999999998988,80.99533333333333,-43.712999999999994,0
27.0,2.0,1,0.4449999999999932,81.084,-43.268,0
28.0,2.0,1,0.24099999999999966,81.235,-43.027,0
29.0,2.0,1,-0.33899999999999864,81.35066666666665,-43.366,0
30.0,2.0,1,-0.17099999999999227,81.261,-43.53699999999999,0
31.0,2.0,1,-0.3920000000000101,80.96033333333334,-43.929,0
32.0,2.0,1,0.3680000000000092,80.89533333333333,-43.56099999999999,0
33.0,2.0,1,-0.6600000000000108,80.66733333333333,-44.221000000000004,0
35.0,2.0,1,0.08200000000000784,80.59733333333334,-44.138999999999996,0
36.0,2.0,1,0.695999999999998,80.63666666666666,-43.443,0
37.0,2.0,1,0.38400000000000034,81.024,-43.059,0
38.0,2.0,1,-0.4300000000000068,81.24066666666666,-43.489000000000004,0
39.0,2.0,1,0.18300000000000693,81.28633333333333,-43.306,0
41.0,2.0,1,2.1809999999999974,81.931,-41.125,0
42.0,2.0,1,-0.11400000000000432,82.681,-41.239000000000004,0
43.0,2.0,1,-3.0459999999999923,82.35466666666666,-44.285,0
44.0,2.0,1,-1.4339999999999975,80.82333333333334,-45.718999999999994,0
45.0,2.0,1,1.1039999999999992,79.698,-44.614999999999995,0
46.0,2.0,1,-1.0280000000000058,79.24533333333333,-45.643,0
47.0,2.0,1,0.18099999999999739,79.331,-45.462,0
48.0,2.0,1,1.206000000000003,79.45066666666666,-44.256,0
50.0,2.0,1,-0.9809999999999945,79.586,-45.236999999999995,0
51.0,2.0,1,1.3019999999999925,80.095,-43.935,0
52.0,2.0,1,2.7409999999999997,81.11566666666666,-41.194,0
53.0,2.0,1,-3.384999999999991,81.335,-44.57899999999999,0
54.0,2.0,1,-0.8010000000000019,80.85333333333334,-45.379999999999995,0
55.0,2.0,1,0.21999999999999886,79.53133333333334,-45.16,0
56.0,2.0,1,1.328000000000003,79.78033333333333,-43.831999999999994,0
57.0,2.0,1,-0.13900000000001,80.25,-43.971000000000004,0
58.0,2.0,1,-1.3709999999999951,80.18933333333332,-45.342,0
59.0,2.0,1,-0.010000000000005116,79.68266666666666,-45.352000000000004,0
60.0,2.0,1,-0.05299999999999727,79.20466666666665,-45.405,0
61.0,2.0,1,-0.4140000000000015,79.04566666666666,-45.819,0
62.0,2.0,1,0.06400000000000716,78.91133333333333,-45.754999999999995,0
64.0,2.0,1,-0.0799999999999983,78.76799999999999,-45.834999999999994,0
66.0,2.0,1,-0.09900000000000375,78.72966666666667,-45.934,0
67.0,2.0,1,-0.5109999999999957,78.49966666666667,-46.44499999999999,0
68.0,2.0,1,-0.18700000000001182,78.234,-46.632000000000005,0
72.0,2.0,1,0.14200000000001012,78.04866666666668,-46.489999999999995,0
73.0,2.0,1,0.4230000000000018,78.17466666666667,-46.06699999999999,0
74.0,2.0,1,1.8319999999999936,78.97366666666667,-44.235,0
75.0,2.0,1,-1.6730000000000018,79.16766666666666,-45.908,0
76.0,2.0,1,0.39000000000000057,79.35066666666665,-45.518,0
3.0,2.0,1,-26.61500000000001,103.0505,-26.61500000000001,0
4.0,2.0,1,-6.356999999999999,96.49566666666665,-32.97200000000001,0
5.0,2.0,1,0.25,85.58833333333332,-32.72200000000001,0
6.0,2.0,1,-0.7680000000000007,83.29666666666667,-33.49000000000001,0
7.0,2.0,1,-0.036000000000001364,83.112,-33.52600000000001,0
8.0,2.0,1,-0.5829999999999984,82.64966666666666,-34.10900000000001,0
9.0,2.0,1,-0.5339999999999918,82.26533333333333,-34.643,0
10.0,2.0,1,0.23199999999999932,81.97033333333333,-34.411,0
11.0,2.0,1,-0.4000000000000057,81.73633333333333,-34.81100000000001,0
12.0,2.0,1,-0.2189999999999941,81.60733333333333,-35.03,0
13.0,2.0,1,0.2120000000000033,81.47166666666668,-34.818,0
14.0,2.0,1,-0.3190000000000026,81.363,-35.137,1
16.0,3.0,2,-1.2090000000000032,80.012,0.0,0
17.0,3.0,2,-3.4509999999999934,78.2865,-3.4509999999999934,0
19.0,3.0,2,1.2679999999999865,78.134,-2.183000000000007,0
20.0,3.0,2,1.2950000000000017,77.83800000000001,-0.8880000000000052,0
21.0,3.0,2,1.338000000000008,79.13833333333334,0.45000000000000284,0
23.0,3.0,2,0.2879999999999967,80.11200000000001,0.7379999999999995,0
24.0,3.0,2,-0.18600000000000705,80.592,0.5519999999999925,0
26.0,3.0,2,0.28700000000000614,80.72166666666666,0.8389999999999986,0
28.0,3.0,2,0.9140000000000015,81.06,1.7530000000000001,0
29.0,3.0,2,-0.9080000000000013,81.15766666666667,0.8449999999999989,0
30.0,3.0,2,0.6129999999999995,81.36399999999999,1.4579999999999984,0
31.0,3.0,2,-0.7180000000000035,81.02633333333334,0.7399999999999949,0
32.0,3.0,2,-0.09399999999999409,80.96,0.6460000000000008,0
34.0,3.0,2,0.24500000000000455,80.771,0.8910000000000053,0
35.0,3.0,2,-0.6490000000000009,80.605,0.24200000000000443,0
36.0,3.0,2,0.9419999999999931,80.78433333333334,1.1839999999999975,0
39.0,3.0,2,1.975999999999999,81.54066666666667,3.1599999999999966,0
40.0,3.0,2,0.41899999999999693,82.65299999999999,3.5789999999999935,0
42.0,3.0,2,-1.4819999999999993,82.95733333333332,2.096999999999994,0
43.0,3.0,2,-1.1969999999999885,82.20400000000001,0.9000000000000057,0
44.0,3.0,2,-1.1400000000000006,80.931,-0.23999999999999488,0
45.0,3.0,2,0.2710000000000008,80.24233333333335,0.03100000000000591,0
46.0,3.0,2,0.3739999999999952,80.07733333333333,0.40500000000000114,0
47.0,3.0,2,2.5519999999999925,81.143,2.9569999999999936,0
48.0,3.0,2,-2.4069999999999965,81.31599999999999,0.5499999999999972,0
49.0,3.0,2,0.2560000000000002,81.44966666666666,0.8059999999999974,0
50.0,3.0,2,-0.5789999999999935,80.53966666666666,0.22700000000000387,0
51.0,3.0,2,-3.034000000000006,79.42066666666666,-2.807000000000002,0
52.0,3.0,2,-0.0030000000000001137,78.21533333333333,-2.8100000000000023,0
53.0,3.0,2,1.2540000000000049,77.621,-1.5559999999999974,0
54.0,3.0,2,0.9470000000000027,78.35366666666668,-0.6089999999999947,0
55.0,3.0,2,0.9719999999999942,79.41133333333335,0.36299999999999955,0
56.0,3.0,2,1.2819999999999965,80.47833333333334,1.644999999999996,0
57.0,3.0,2,-2.6629999999999967,80.342,-1.0180000000000007,0
58.0,3.0,2,0.28600000000000136,79.977,-0.7319999999999993,0
59.0,3.0,2,-0.2810000000000059,79.091,-1.0130000000000052,0
60.0,3.0,2,0.07000000000000739,79.116,-0.9429999999999978,0
61.0,3.0,2,-0.44599999999999795,78.897,-1.3889999999999958,0
62.0,3.0,2,0.340999999999994,78.88533333333334,-1.0480000000000018,0
63.0,3.0,2,0.060000000000002274,78.87033333333333,-0.9879999999999995,0
64.0,3.0,2,-0.492999999999995,78.83966666666667,-1.4809999999999945,0
65.0,3.0,2,0.11099999999999,78.73233333333333,-1.3700000000000045,0
66.0,3.0,2,-0.25900000000000034,78.51866666666666,-1.6290000000000049,0
67.0,3.0,2,0.08400000000000318,78.49733333333333,-1.5450000000000017,0
68.0,3.0,2,-0.41499999999999204,78.30066666666666,-1.9599999999999937,0
69.0,3.0,2,0.03599999999998715,78.20233333333334,-1.9240000000000066,0
70.0,3.0,2,0.6900000000000119,78.306,-1.2339999999999947,0
71.0,3.0,2,-0.6740000000000066,78.32333333333332,-1.9080000000000013,0
72.0,3.0,2,0.242999999999995,78.40966666666667,-1.6650000000000063,0
73.0,3.0,2,1.7210000000000036,78.83966666666667,0.055999999999997385,0
74.0,3.0,2,-1.75,78.911,-1.6940000000000026,0
75.0,3.0,2,0.4609999999999985,79.05499999999999,-1.233000000000004,0
76.0,3.0,2,-0.0049999999999954525,78.62366666666667,-1.2379999999999995,0
3.0,2.0,1,-51.34899999999999,113.9435,-51.34899999999999,0
4.0,2.0,1,-5.0,103.71866666666666,-56.34899999999999,0
5.0,2.0,1,0.15899999999999181,84.98866666666667,-56.19,0
6.0,2.0,1,-0.32200000000000273,83.26766666666667,-56.512,0
7.0,2.0,1,-0.8729999999999905,82.92233333333333,-57.38499999999999,0
8.0,2.0,1,-0.6330000000000098,82.313,-58.018,0
9.0,2.0,1,0.47100000000000364,81.968,-57.547,0
10.0,2.0,1,-0.6769999999999925,81.68833333333333,-58.22399999999999,0
11.0,2.0,1,-0.09600000000000364,81.58766666666666,-58.31999999999999,0
12.0,2.0,1,-0.009000000000000341,81.327,-58.32899999999999,0
13.0,2.0,1,0.24099999999999966,81.37233333333334,-58.087999999999994,0
14.0,2.0,1,-1.6099999999999994,80.913,-59.69799999999999,0
15.0,2.0,1,1.1460000000000008,80.83866666666667,-58.55199999999999,0
16.0,2.0,1,-0.012000000000000455,80.67999999999999,-58.56399999999999,0
17.0,2.0,1,0.9069999999999965,81.36033333333334,-57.657,0
18.0,2.0,1,-1.1640000000000015,81.27066666666667,-58.821,0
19.0,2.0,1,-0.8930000000000007,80.88733333333333,-59.714,0
20.0,2.0,1,0.3509999999999991,80.31866666666666,-59.363,0
21.0,2.0,1,-0.3789999999999907,80.01166666666667,-59.74199999999999,0
22.0,2.0,1,0.6779999999999973,80.22833333333334,-59.06399999999999,0
23.0,2.0,1,0.7519999999999953,80.57866666666668,-58.312,0
24.0,2.0,1,-0.3569999999999993,80.93633333333334,-58.669,0
25.0,2.0,1,-0.5769999999999982,80.87566666666666,-59.245999999999995,0
26.0,2.0,1,0.22100000000000364,80.63799999999999,-59.02499999999999,0
27.0,2.0,1,-0.07200000000000273,80.49533333333333,-59.096999999999994,0
28.0,2.0,1,-0.2920000000000016,80.44766666666668,-59.388999999999996,0
29.0,2.0,1,-0.8529999999999944,80.04199999999999,-60.24199999999999,0
30.0,2.0,1,2.387999999999991,80.45633333333333,-57.854,0
31.0,2.0,1,-0.3369999999999891,80.85566666666666,-58.19099999999999,0
32.0,2.0,1,-0.3060000000000116,81.43733333333334,-58.497,0
33.0,2.0,1,-0.1559999999999917,81.171,-58.65299999999999,0
34.0,2.0,1,-0.21399999999999864,80.94566666666667,-58.86699999999999,0
35.0,2.0,1,-1.3900000000000006,80.359,-60.25699999999999,0
36.0,2.0,1,0.2149999999999892,79.896,-60.042,0
37.0,2.0,1,0.3990000000000009,79.63733333333333,-59.643,0
38.0,2.0,1,-0.546999999999997,79.65966666666667,-60.19,0
39.0,2.0,1,0.8919999999999959,79.90766666666666,-59.298,0
40.0,2.0,1,0.06400000000000716,80.044,-59.233999999999995,0
42.0,2.0,1,-0.4069999999999965,80.227,-59.64099999999999,0
43.0,2.0,1,1.070999999999998,80.46966666666667,-58.56999999999999,0
44.0,2.0,1,-0.4270000000000067,80.54866666666668,-58.997,0
45.0,2.0,1,-1.23899999999999,80.35033333333332,-60.23599999999999,0
46.0,2.0,1,0.5879999999999939,79.991,-59.647999999999996,0
47.0,2.0,1,-0.5349999999999966,79.59566666666667,-60.18299999999999,0
48.0,2.0,1,0.4299999999999926,79.75666666666667,-59.753,0
49.0,2.0,1,0.6690000000000111,79.94466666666666,-59.08399999999999,0
50.0,2.0,1,0.4889999999999901,80.474,-58.595,0
51.0,2.0,1,3.450000000000003,82.01,-55.144999999999996,0
52.0,2.0,1,-4.730000000000004,81.74633333333333,-59.875,0
53.0,2.0,1,0.1740000000000066,81.37766666666667,-59.70099999999999,0
54.0,2.0,1,-0.8260000000000076,79.58366666666666,-60.527,0
55.0,2.0,1,0.3160000000000025,79.47166666666666,-60.211,0
56.0,2.0,1,0.29699999999999704,79.40066666666667,-59.914,0
57.0,2.0,1,-0.2560000000000002,79.51966666666665,-60.17,0
59.0,2.0,1,1.9300000000000068,80.17666666666666,-58.239999999999995,0
60.0,2.0,1,-1.1410000000000053,80.35433333333333,-59.381,0
61.0,2.0,1,0.1700000000000017,80.67399999999999,-59.211,0
62.0,2.0,1,-1.9380000000000024,79.70433333333334,-61.149,0
63.0,2.0,1,0.686000000000007,79.34366666666666,-60.462999999999994,0
65.0,2.0,1,0.06499999999999773,78.948,-60.397999999999996,0
66.0,2.0,1,-0.4939999999999998,79.03366666666666,-60.891999999999996,0
67.0,2.0,1,-0.10200000000000387,78.85666666666667,-60.994,0
69.0,2.0,1,-0.2609999999999957,78.571,-61.254999999999995,0
71.0,2.0,1,-0.22299999999999898,78.37566666666667,-61.477999999999994,0
72.0,2.0,1,0.24200000000000443,78.295,-61.23599999999999,0
73.0,2.0,1,-0.39000000000000057,78.17133333333334,-61.62599999999999,0
74.0,2.0,1,-1.3030000000000115,77.68766666666667,-62.929,0
75.0,2.0,1,1.4310000000000116,77.60033333333332,-61.49799999999999,0
76.0,2.0,1,-0.6039999999999992,77.44166666666666,-62.10199999999999,0
77.0,2.0,1,-1.8910000000000053,77.087,-63.992999999999995,0
4.0,2.0,1,-3.682000000000002,85.21700000000001,-3.682000000000002,0
5.0,2.0,1,0.2639999999999958,84.69133333333333,-3.4180000000000064,0
6.0,2.0,1,-0.2710000000000008,83.46166666666667,-3.689000000000007,0
7.0,2.0,1,-1.906000000000006,82.824,-5.595000000000013,0
8.0,2.0,1,0.1490000000000009,82.148,-5.446000000000012,0
9.0,2.0,1,0.23900000000000432,81.642,-5.207000000000008,0
10.0,2.0,1,-0.4140000000000015,81.63333333333333,-5.621000000000009,0
11.0,2.0,1,-0.11199999999999477,81.53766666666667,-5.733000000000004,0
12.0,2.0,1,-0.16100000000000136,81.30866666666667,-5.8940000000000055,0
13.0,2.0,1,-0.992999999999995,80.88666666666667,-6.8870000000000005,0
14.0,2.0,1,-0.045000000000001705,80.48700000000001,-6.932000000000002,0
15.0,2.0,1,-0.15500000000000114,80.08933333333334,-7.087000000000003,0
16.0,2.0,1,0.4129999999999967,80.16033333333333,-6.674000000000007,0
17.0,2.0,1,-0.6460000000000008,80.031,-7.320000000000007,0
18.0,2.0,1,0.2990000000000066,80.053,-7.021000000000001,0
20.0,2.0,1,0.46699999999999875,80.093,-6.554000000000002,0
21.0,2.0,1,-0.7439999999999998,80.10033333333332,-7.298000000000002,0
22.0,2.0,1,0.8299999999999983,80.28466666666668,-6.4680000000000035,0
23.0,2.0,1,-1.5010000000000048,79.813,-7.969000000000008,0
24.0,2.0,1,-0.30400000000000205,79.488,-8.27300000000001,0
25.0,2.0,1,0.5570000000000022,79.07199999999999,-7.716000000000008,0
26.0,2.0,1,0.519999999999996,79.32966666666667,-7.196000000000012,0
27.0,2.0,1,-1.3129999999999882,79.251,-8.509,0
28.0,2.0,1,0.0379999999999967,78.99933333333333,-8.471000000000004,0
29.0,2.0,1,0.35299999999999443,78.69200000000001,-8.11800000000001,0
30.0,2.0,1,-0.5690000000000026,78.63266666666667,-8.687000000000012,0
31.0,2.0,1,0.10000000000000853,78.594,-8.587000000000003,0
32.0,2.0,1,0.14699999999999136,78.48666666666666,-8.440000000000012,0
33.0,2.0,1,0.1280000000000001,78.61166666666666,-8.312000000000012,0
34.0,2.0,1,0.11400000000000432,78.74133333333333,-8.198000000000008,0
35.0,2.0,1,0.6580000000000013,79.04133333333333,-7.540000000000006,0
36.0,2.0,1,1.1299999999999955,79.67533333333333,-6.410000000000011,0
37.0,2.0,1,-2.042999999999992,79.59033333333333,-8.453000000000003,0
38.0,2.0,1,1.9089999999999918,79.92233333333333,-6.544000000000011,0
39.0,2.0,1,-1.570999999999998,79.354,-8.115000000000009,0
40.0,2.0,1,-0.269999999999996,79.37666666666667,-8.385000000000005,0
41.0,2.0,1,0.27299999999999613,78.854,-8.112000000000009,0
42.0,2.0,1,-1.4039999999999964,78.387,-9.516000000000005,0
43.0,2.0,1,0.32500000000000284,78.11833333333334,-9.191000000000003,0
45.0,2.0,1,0.2890000000000015,77.855,-8.902000000000001,0
46.0,2.0,1,-0.05200000000000671,78.04233333333333,-8.954000000000008,0
47.0,2.0,1,0.22700000000000387,78.197,-8.727000000000004,0
48.0,2.0,1,-0.5,78.08866666666667,-9.227000000000004,0
49.0,2.0,1,-0.43300000000000693,77.85333333333334,-9.66000000000001,0
50.0,2.0,1,1.0630000000000024,77.89666666666666,-8.597000000000008,1
52.0,3.0,2,1.2409999999999997,79.702,0.0,0
53.0,3.0,2,-3.2439999999999998,78.08,-3.2439999999999998,0
54.0,3.0,2,-0.06999999999999318,77.516,-3.313999999999993,0
55.0,3.0,2,0.1039999999999992,76.44600000000001,-3.2099999999999937,0
56.0,3.0,2,-2.0690000000000026,75.76766666666667,-5.278999999999996,0
57.0,3.0,2,3.4339999999999975,76.25733333333334,-1.8449999999999989,0
58.0,3.0,2,-1.0019999999999953,76.37833333333333,-2.846999999999994,0
59.0,3.0,2,-2.6510000000000105,76.30533333333334,-5.498000000000005,0
60.0,3.0,2,1.6440000000000055,75.63566666666667,-3.853999999999999,0
61.0,3.0,2,-0.5739999999999981,75.10866666666666,-4.427999999999997,0
62.0,3.0,2,0.14000000000000057,75.512,-4.287999999999997,0
63.0,3.0,2,-1.2489999999999952,74.95100000000001,-5.536999999999992,0
64.0,3.0,2,1.9989999999999952,75.24766666666666,-3.5379999999999967,0
65.0,3.0,2,-0.9740000000000038,75.173,-4.5120000000000005,0
66.0,3.0,2,0.15200000000000102,75.56533333333333,-4.359999999999999,0
67.0,3.0,2,0.7750000000000057,75.54966666666667,-3.5849999999999937,0
68.0,3.0,2,-0.2810000000000059,75.765,-3.8659999999999997,0
69.0,3.0,2,-0.1880000000000024,75.867,-4.054000000000002,0
70.0,3.0,2,-0.009999999999990905,75.70733333333332,-4.063999999999993,0
71.0,3.0,2,0.0049999999999954525,75.643,-4.0589999999999975,0
72.0,3.0,2,-0.17499999999999716,75.58300000000001,-4.233999999999995,0
73.0,3.0,2,-0.3340000000000032,75.415,-4.567999999999998,0
74.0,3.0,2,0.18999999999999773,75.30866666666667,-4.378,0
75.0,3.0,2,0.0,75.26066666666667,-4.378,0
78.0,3.0,2,1.031000000000006,75.66766666666666,-3.346999999999994,0
4.0,2.0,2,-1.9989999999999952,83.6245,-1.9989999999999952,0
5.0,2.0,2,-0.8299999999999983,83.01466666666666,-2.8289999999999935,0
6.0,2.0,2,-0.6500000000000057,81.855,-3.478999999999999,0
7.0,2.0,2,-0.16499999999999204,81.30666666666667,-3.6439999999999912,0
8.0,2.0,2,0.04999999999999716,81.05166666666666,-3.593999999999994,0
9.0,2.0,2,-0.9159999999999968,80.70800000000001,-4.509999999999991,0
10.0,2.0,2,0.6610000000000014,80.63966666666666,-3.8489999999999895,0
11.0,2.0,2,0.2710000000000008,80.64500000000001,-3.5779999999999887,0
12.0,2.0,2,-0.7940000000000111,80.69100000000002,-4.372,0
13.0,2.0,2,-1.2349999999999994,80.105,-5.606999999999999,0
14.0,2.0,2,0.8960000000000008,79.72733333333333,-4.7109999999999985,0
15.0,2.0,2,-0.07500000000000284,79.58933333333333,-4.786000000000001,0
16.0,2.0,2,0.31800000000001205,79.969,-4.467999999999989,0
17.0,2.0,2,0.12299999999999045,80.091,-4.344999999999999,0
18.0,2.0,2,-0.6989999999999981,80.005,-5.043999999999997,0
19.0,2.0,2,-0.7379999999999995,79.567,-5.7819999999999965,0
20.0,2.0,2,-0.117999999999995,79.04866666666668,-5.8999999999999915,0
21.0,2.0,2,-0.25200000000000955,78.67933333333333,-6.152000000000001,0
22.0,2.0,2,0.14800000000001035,78.60533333333333,-6.003999999999991,0
23.0,2.0,2,-0.16200000000000614,78.51666666666667,-6.165999999999997,0
25.0,2.0,2,0.5150000000000006,78.68366666666667,-5.650999999999996,0
26.0,2.0,2,-0.5280000000000058,78.62533333333333,-6.179000000000002,0
27.0,2.0,2,-0.09399999999999409,78.58966666666667,-6.272999999999996,0
28.0,2.0,2,0.35899999999999466,78.502,-5.9140000000000015,0
29.0,2.0,2,0.3430000000000035,78.70466666666665,-5.570999999999998,0
30.0,2.0,2,0.882000000000005,79.23266666666666,-4.688999999999993,0
31.0,2.0,2,-1.5420000000000016,79.127,-6.2309999999999945,0
32.0,2.0,2,0.7319999999999993,79.151,-5.498999999999995,0
33.0,2.0,2,-0.6310000000000002,78.67066666666666,-6.1299999999999955,0
